"id","full_sq","life_sq","floor","max_floor","material","num_room","kitch_sq","product_type","area_m","raion_popul","green_zone_part","indust_part","children_preschool","preschool_quota","preschool_education_centers_raion","children_school","school_quota","school_education_centers_raion","school_education_centers_top_20_raion","healthcare_centers_raion","university_top_20_raion","sport_objects_raion","additional_education_raion","culture_objects_top_25","culture_objects_top_25_raion","shopping_centers_raion","office_raion","thermal_power_plant_raion","incineration_raion","oil_chemistry_raion","radiation_raion","railroad_terminal_raion","big_market_raion","nuclear_reactor_raion","detention_facility_raion","full_all","male_f","female_f","young_all","young_male","young_female","work_all","work_male","work_female","ekder_all","ekder_male","ekder_female","X0_6_all","X0_6_male","X0_6_female","X7_14_all","X7_14_male","X7_14_female","X0_17_all","X0_17_male","X0_17_female","X16_29_all","X16_29_male","X16_29_female","X0_13_all","X0_13_male","X0_13_female","raion_build_count_with_material_info","build_count_block","build_count_wood","build_count_frame","build_count_brick","build_count_monolith","build_count_panel","build_count_foam","build_count_slag","build_count_mix","raion_build_count_with_builddate_info","build_count_before_1920","build_count_1921.1945","build_count_1946.1970","build_count_1971.1995","build_count_after_1995","ID_metro","metro_min_avto","metro_km_avto","metro_min_walk","metro_km_walk","kindergarten_km","school_km","park_km","green_zone_km","industrial_km","water_treatment_km","cemetery_km","incineration_km","railroad_station_walk_km","railroad_station_walk_min","ID_railroad_station_walk","railroad_station_avto_km","railroad_station_avto_min","ID_railroad_station_avto","public_transport_station_km","public_transport_station_min_walk","water_km","water_1line","mkad_km","ttk_km","sadovoe_km","bulvar_ring_km","kremlin_km","big_road1_km","ID_big_road1","big_road1_1line","big_road2_km","ID_big_road2","railroad_km","railroad_1line","zd_vokzaly_avto_km","ID_railroad_terminal","bus_terminal_avto_km","ID_bus_terminal","oil_chemistry_km","nuclear_reactor_km","radiation_km","power_transmission_line_km","thermal_power_plant_km","ts_km","big_market_km","market_shop_km","fitness_km","swim_pool_km","ice_rink_km","stadium_km","basketball_km","hospice_morgue_km","detention_facility_km","public_healthcare_km","university_km","workplaces_km","shopping_centers_km","office_km","additional_education_km","preschool_km","big_church_km","church_synagogue_km","mosque_km","theater_km","museum_km","exhibition_km","catering_km","ecology","green_part_500","prom_part_500","office_count_500","office_sqm_500","trc_count_500","trc_sqm_500","cafe_count_500","cafe_count_500_na_price","cafe_count_500_price_500","cafe_count_500_price_1000","cafe_count_500_price_1500","cafe_count_500_price_2500","cafe_count_500_price_4000","cafe_count_500_price_high","big_church_count_500","church_count_500","mosque_count_500","leisure_count_500","sport_count_500","market_count_500","green_part_1000","prom_part_1000","office_count_1000","office_sqm_1000","trc_count_1000","trc_sqm_1000","cafe_count_1000","cafe_sum_1000_min_price_avg","cafe_sum_1000_max_price_avg","cafe_avg_price_1000","cafe_count_1000_na_price","cafe_count_1000_price_500","cafe_count_1000_price_1000","cafe_count_1000_price_1500","cafe_count_1000_price_2500","cafe_count_1000_price_4000","cafe_count_1000_price_high","big_church_count_1000","church_count_1000","mosque_count_1000","leisure_count_1000","sport_count_1000","market_count_1000","green_part_1500","prom_part_1500","office_count_1500","office_sqm_1500","trc_count_1500","trc_sqm_1500","cafe_count_1500","cafe_sum_1500_min_price_avg","cafe_sum_1500_max_price_avg","cafe_avg_price_1500","cafe_count_1500_na_price","cafe_count_1500_price_500","cafe_count_1500_price_1000","cafe_count_1500_price_1500","cafe_count_1500_price_2500","cafe_count_1500_price_4000","cafe_count_1500_price_high","big_church_count_1500","church_count_1500","mosque_count_1500","leisure_count_1500","sport_count_1500","market_count_1500","green_part_2000","prom_part_2000","office_count_2000","office_sqm_2000","trc_count_2000","trc_sqm_2000","cafe_count_2000","cafe_sum_2000_min_price_avg","cafe_sum_2000_max_price_avg","cafe_avg_price_2000","cafe_count_2000_na_price","cafe_count_2000_price_500","cafe_count_2000_price_1000","cafe_count_2000_price_1500","cafe_count_2000_price_2500","cafe_count_2000_price_4000","cafe_count_2000_price_high","big_church_count_2000","church_count_2000","mosque_count_2000","leisure_count_2000","sport_count_2000","market_count_2000","green_part_3000","prom_part_3000","office_count_3000","office_sqm_3000","trc_count_3000","trc_sqm_3000","cafe_count_3000","cafe_sum_3000_min_price_avg","cafe_sum_3000_max_price_avg","cafe_avg_price_3000","cafe_count_3000_na_price","cafe_count_3000_price_500","cafe_count_3000_price_1000","cafe_count_3000_price_1500","cafe_count_3000_price_2500","cafe_count_3000_price_4000","cafe_count_3000_price_high","big_church_count_3000","church_count_3000","mosque_count_3000","leisure_count_3000","sport_count_3000","market_count_3000","green_part_5000","prom_part_5000","office_count_5000","office_sqm_5000","trc_count_5000","trc_sqm_5000","cafe_count_5000","cafe_sum_5000_min_price_avg","cafe_sum_5000_max_price_avg","cafe_avg_price_5000","cafe_count_5000_na_price","cafe_count_5000_price_500","cafe_count_5000_price_1000","cafe_count_5000_price_1500","cafe_count_5000_price_2500","cafe_count_5000_price_4000","cafe_count_5000_price_high","big_church_count_5000","church_count_5000","mosque_count_5000","leisure_count_5000","sport_count_5000","market_count_5000","price_doc"
26241,56,37,2,5,1,3,6,"Investment",8287309.439,125354,0.071119749,0.265088676,5797,3390,4,5288,5631,5,0,3,0,6,4,"no",0,2,0,"no","no","no","yes","no","no","no","no",145576,65638,79938,11908,6279,5629,84387,41774,42613,29059,8516,20543,5797,3052,2745,5288,2801,2487,13804,7230,6574,33117,13741,19376,10338,5468,4870,341,129,0,0,54,4,154,0,0,0,341,1,0,252,75,13,28,2.733353,2.002802168,15.79973053,1.316644211,0.214766979,0.758921093,0.814200156,0.192270821,0.422502185,3.297682,0.889058,3.205108,1.937265216,23.24718259,82,1.937265216,2.6514318,82,0.099655065,1.195860786,1.038733879,"no",6.067685992,8.269276727,11.38355306,13.0137215,13.52672769,2.22568792,2,"no",5.896738867,31,1.15283957,"no",13.79932593,32,4.918838875,12,9.943377399,2.354445466,0.643800894,0.491102706,5.873627529,0.66210213,9.599293171,2.612330634,0.319382052,6.410917338,11.10530554,3.55704573,2.221426179,1.022983477,10.69979287,0.738998196,4.183069451,2.216362926,1.003489255,1.293112432,0.519161694,0.758921093,2.146817749,1.239512378,3.182721274,8.930434559,2.042014248,3.663931445,0.540968379,"poor",10.29,3.16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,6.88,21.1,0,0,0,0,4,1125,1750,1437.5,0,0,0,3,1,0,0,0,0,0,0,5,0,6.19,24.39,1,44000,2,11400,12,736.36,1227.27,981.82,1,2,4,4,1,0,0,0,1,0,0,5,2,11.59,26.33,1,44000,4,58520,14,716.67,1208.33,962.5,2,2,5,4,1,0,0,0,3,0,0,7,2,17.62,25.97,8,374362,10,314135,27,682.61,1173.91,928.26,4,4,11,6,2,0,0,1,8,0,1,18,4,18.51,19.09,22,1009961,43,1433964,153,647.89,1102.11,875,11,50,49,28,13,2,0,8,28,1,9,49,14,8200000
26265,52,28.9438415902709,16,17,1,2,1,"OwnerOccupier",11391678.48,19940,0.055643565,0.243204519,1706,2395,5,1564,7377,5,0,0,0,0,4,"no",0,0,0,"no","yes","no","no","no","no","no","no",247469,112902,134567,3459,1782,1677,13331,6670,6661,3150,948,2202,1706,862,844,1564,821,743,3831,1973,1858,55710,27242,28468,3112,1600,1512,43,3,0,0,10,2,28,0,0,0,41,0,1,7,10,23,108,5.275068387,4.001119006,48.01342807,4.001119006,0.124312296,0.143333734,4.521399615,0.001820635,0.515461336,0.596445,5.59147,3.232084,1.727553034,20.73063641,75,1.727553034,2.921821161,75,0.166082928,1.99299513,1.102367825,"no",5.739579989,14.10667072,18.23140945,19.08960009,20.36220261,1.722612861,11,"no",2.679454641,55,1.190755103,"no",23.19287683,5,6.43227306,14,8.289726135,16.16703078,4.15824236,6.19352242,8.872910034,4.830559747,8.530824373,5.664017118,2.291068533,6.939331376,9.430531188,11.85838004,5.027362381,1.569483481,10.50577767,5.646834395,8.015777781,5.411686089,2.006843607,4.570268406,0.138411604,0.143333734,3.269488635,0.70407561,11.91868637,10.64298381,7.08371092,7.216366676,1.635607455,"good",36.32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21.22,18.89,0,0,0,0,0,878.58031516127,1392.06120742381,1135.32119718797,0,0,0,0,0,0,0,0,1,0,0,0,0,9.43,28.11,0,0,0,0,0,844.02001226656,1381.26960807178,1112.64574429585,0,0,0,0,0,0,0,0,2,0,0,0,0,5.3,24.42,0,0,0,0,2,650,1000,825,0,1,0,1,0,0,0,0,2,0,0,0,0,2.36,13.31,0,0,2,41100,5,760,1300,1030,0,1,2,1,1,0,0,0,2,0,0,1,0,4.89,6.54,1,26950,4,44437,19,689.47,1184.21,936.84,0,2,10,6,1,0,0,2,3,0,0,7,1,6014500
26300,61,32,2,23,1,2,10,"Investment",6377883.078,101982,0.017855768,0.333891544,5408,4266,6,6564,8348,6,0,0,0,7,3,"no",0,0,1,"no","no","no","no","no","no","no","no",83369,37959,45410,12842,6633,6209,62215,30661,31554,26925,8782,18143,5408,2794,2614,6564,3389,3175,14443,7479,6964,16974,8334,8640,11169,5745,5424,324,78,0,0,148,4,93,0,1,0,324,0,4,231,58,31,3,2.135101576,1.585293671,19.02352405,1.585293671,0.15095539,0.218522188,1.10892163,0.143708682,0.48055159,6.207902,3.25021,11.48968,1.957588505,23.49106206,3,2.14053254,2.798099112,3,0.321278117,3.855337406,1.162451669,"no",5.472456754,2.421743764,6.600343507,7.566779039,8.729639228,0.727476466,3,"no",2.421743743,4,0.48055159,"no",9.674612001,5,5.795026089,3,4.395254332,8.855096412,0.315127614,1.400610134,3.391519968,2.411373296,5.886435873,0.928510592,1.317357404,2.178886725,2.113896895,3.058911169,1.434065928,0.749684299,7.816370498,3.427149585,2.935557657,0.296969063,1.456762682,1.376122207,1.256118568,0.218522188,2.105769316,1.920850725,7.709497061,3.35792409,3.467947568,4.564662914,0.533625831,"poor",11.64,0.43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.4,21.56,0,0,0,0,3,500,1000,750,0,0,3,0,0,0,0,0,0,0,0,0,1,4.02,31.26,3,29900,1,2250,13,569.23,1000,784.62,0,3,7,3,0,0,0,0,0,0,0,7,2,2.84,29.63,6,92600,7,260156,31,751.72,1275.86,1013.79,2,6,12,7,3,1,0,0,3,0,0,13,4,9.26,27.85,12,346700,10,353256,51,670.21,1138.3,904.26,4,15,17,10,4,1,0,1,7,0,1,23,7,13.32,23.2,49,1190426,35,1513448,136,690.63,1171.88,931.25,8,33,51,32,9,3,0,12,25,0,5,83,17,11490000
26417,52,24.7381122143059,7,9,1,1,0,"OwnerOccupier",7632939.805,78810,0.051843748,0.43788524,5519,1503,3,5735,5782,3,0,0,0,3,2,"no",0,5,3,"no","no","no","yes","no","no","no","no",87713,41288,46425,11996,6185,5811,51138,25535,25603,15676,4371,11305,5519,2775,2744,5735,3043,2692,13390,6903,6487,17236,8896,8340,10557,5442,5115,212,55,11,0,28,12,105,0,1,0,213,1,2,95,58,57,12,2.894450709,2.159295482,25.9519022,2.162658516,0.283116129,0.431915194,0.581198967,0.481167694,0.385529845,18.12757,1.055663,5.684923,4.834340536,58.01208643,12,3.649727978,4.944556905,128,0.162834151,1.954009817,1.474372272,"no",1.036283143,11.02826741,13.7989831,14.46995561,15.86904434,0.57643715,8,"no",1.03628316,1,0.064325275,"yes",14.77844235,121,14.61399734,1,21.90448597,2.38366234,0.71814572,0.615978155,1.722815181,1.572188929,15.77373912,4.034558663,0.989110339,4.923135324,2.767999531,9.304030627,3.359918848,2.054232559,8.051056692,4.048265725,4.952441961,3.232351877,0.529696233,0.83775953,0.472992697,0.431915194,0.737505885,0.738341701,6.862579024,19.01261416,9.823983253,5.070235075,1.006034027,"satisfactory",0.11,4.07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.96,28.59,1,6957,2,8499,0,881.790319209692,1448.37304441746,1165.08215048863,0,0,0,0,0,0,0,1,1,0,0,1,0,14.24,27.46,1,6957,3,70099,10,700,1166.67,933.33,1,1,4,4,0,0,0,1,1,0,0,5,0,13.13,21.76,1,6957,7,156099,11,700,1166.67,933.33,2,1,4,4,0,0,0,2,2,0,0,8,0,12.8,15.73,3,30257,13,283539,50,684.09,1147.73,915.91,6,12,16,13,2,1,0,6,7,0,0,18,1,14.78,14.96,26,807758,36,1205497,142,715.04,1203.01,959.02,9,32,50,38,10,3,0,10,9,0,0,38,4,3940000
26432,37,16,14,18,1,1,8,"Investment",16861532.79,132349,0.069670879,0.130617806,9005,4182,6,10418,8658,6,0,1,0,12,2,"no",0,9,9,"no","no","no","yes","no","no","no","no",142462,64715,77747,20725,10613,10112,82808,44728,38080,28816,8173,20643,9005,4632,4373,10418,5300,5118,23155,11841,11314,27514,13369,14145,18047,9244,8803,454,64,15,1,225,8,135,0,6,0,456,0,37,263,105,51,13,4.519903418,3.369577663,40.43493196,3.369577663,0.347636162,0.194159655,2.07411905,0.583933996,0.47673548,18.03886,0.940799,19.05179,1.786851104,21.44221325,88,1.814150318,2.673808902,88,0.117994574,1.415934893,0.457932549,"no",1.332078877,8.489533224,11.49041093,12.54026503,13.41557251,0.103233548,9,"no",1.098225292,47,1.065759083,"no",11.21137221,50,18.01788815,1,22.53752894,9.86187344,1.542986001,0.564437408,3.404832016,1.084029246,16.66356096,6.546667985,0.501111206,0.649676394,7.552274255,8.270531393,3.410841761,1.650252546,6.550814835,3.78304842,9.917233766,1.035268547,0.567129869,0.690459106,1.961550994,0.194159655,1.037197419,1.041046621,5.750645971,8.428046733,5.665291121,1.067965323,0.379133552,"poor",0,0.21,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,3.49,3.64,3,88278,5,124795,10,733.33,1166.67,950,1,2,2,5,0,0,0,0,0,0,0,7,0,4.22,11.61,6,266740,6,156795,12,654.55,1045.45,850,1,4,2,5,0,0,0,2,2,0,1,7,0,4.27,17.67,8,304547,9,194260,16,680,1100,890,1,4,4,7,0,0,0,3,3,0,1,8,0,8.35,16.89,15,779354,14,926366,39,781.08,1297.3,1039.19,2,8,12,12,4,1,0,5,4,0,1,17,0,17.45,10.48,17,849063,27,1158392,71,900,1492.42,1196.21,5,13,20,18,10,5,0,7,12,0,2,42,1,7400000
26464,40,16,2,10,1,1,10,"Investment",17881913.61,165727,0.260652636,0.133215333,10809,5153,10,11395,11887,13,0,3,0,13,1,"no",0,4,3,"no","no","no","yes","no","yes","no","yes",89971,44031,45940,23651,12084,11567,107626,53883,53743,34450,9536,24914,10809,5581,5228,11395,5778,5617,26333,13469,12864,23273,13683,9590,20866,10654,10212,462,58,0,0,209,4,190,0,1,0,461,0,20,193,154,94,43,3.63717182,2.594871952,31.13846342,2.594871952,0.083512137,0.392566399,1.988575711,0.191002546,0.691982685,5.78374,0.587628,9.927345,5.150303049,61.80363659,17,5.150303049,6.83146067,17,0.159735538,1.916826455,1.615952669,"no",2.737856668,7.673519034,11.66207039,12.78389871,13.74694019,2.73785665,1,"no",2.840275419,50,2.272075237,"no",15.84342597,5,13.21412873,3,2.604151054,7.749666355,1.027180661,0.442236015,4.485610582,5.244859217,2.010160936,3.658040698,1.321010898,4.008951766,4.43383414,5.359889197,2.577154027,2.493888156,3.350668127,2.416829912,2.187342671,1.408001588,1.089021271,1.265954548,2.110948031,0.392566399,1.311338756,1.114332521,11.37245697,8.769490938,2.493846405,4.47721619,0.757862514,"poor",8.97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.69,7.83,0,0,0,0,1,500,1000,750,0,0,1,0,0,0,0,0,0,0,0,0,0,15.82,9.25,1,50000,2,375000,1,500,1000,750,0,0,1,0,0,0,0,1,1,0,0,3,0,28.73,9.63,1,50000,4,382820,3,600,1000,800,0,1,1,1,0,0,0,1,4,0,0,4,0,38.55,11.01,2,53752,11,561778,29,674.07,1129.63,901.85,2,9,9,7,1,1,0,3,8,0,2,20,1,24.67,8.48,7,106573,37,1523044,112,658.25,1111.65,884.95,9,31,37,27,7,1,0,9,23,0,3,55,9,5950000
26723,43,21,5,17,1,1,8,"Investment",5264733.751,80791,0.184282943,0.050755569,5195,3082,4,5469,7123,4,0,0,0,10,2,"no",0,1,1,"no","no","no","no","no","no","no","no",81887,37070,44817,11356,5819,5537,47628,23527,24101,21807,6668,15139,5195,2621,2574,5469,2842,2627,12655,6470,6185,21910,10290,11620,10012,5135,4877,254,58,1,0,18,14,162,0,1,0,253,0,0,113,52,88,9,4.152717825,2.732083657,32.78500389,2.732083657,0.372007009,0.407884532,0.959420991,0.745291937,0.467108267,20.39414,1.738809,4.329318,1.841783289,22.10139947,54,1.841783289,2.90012371,54,0.148363094,1.780357122,0.822675248,"no",3.598490164,8.476257021,11.25618743,11.92973808,13.32273114,2.232501067,14,"no",2.654708513,5,0.837307306,"no",10.471743,121,10.69517408,5,19.64412536,1.843608405,2.950564019,0.790038329,3.683722462,1.850231744,19.56340108,2.818662018,0.387775198,1.60866489,4.173140132,4.214739013,2.17902966,1.469995515,3.769710305,0.976383642,2.664135788,1.172944583,1.509254018,1.043605039,0.573645824,0.407884532,0.761277769,0.788344821,5.357162641,9.759268888,7.669021354,4.977965568,0.04251408,"poor",0,0.29,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,4.75,6.79,0,0,0,0,8,757.14,1214.29,985.71,1,1,2,4,0,0,0,1,1,0,0,7,0,11.25,10.81,3,46127,0,0,23,604.55,1022.73,813.64,1,6,9,7,0,0,0,1,2,0,0,11,0,13.87,15.33,6,87427,6,128640,30,592.86,1017.86,805.36,2,7,13,8,0,0,0,3,6,0,0,13,0,12.87,20.81,17,409238,17,338304,75,661.64,1123.29,892.47,2,21,28,18,5,1,0,8,7,0,0,22,2,14.67,18.89,47,1203735,42,1254210,208,686.63,1152.41,919.52,21,58,64,49,10,6,0,11,18,0,1,63,8,8800000
26727,29,16,4,5,2,1,5,"Investment",7887684.174,104434,0.222646321,0.188783766,5989,2707,3,6137,6340,4,0,0,0,10,1,"no",0,1,4,"no","no","no","no","no","no","no","no",105663,49025,56638,12906,6652,6254,65729,34908,30821,25799,7471,18328,5989,3061,2928,6137,3196,2941,14403,7428,6975,20306,10071,10235,11355,5854,5501,332,58,0,0,184,6,84,0,0,0,331,3,4,211,93,20,22,3.624778914,2.526856857,27.64175285,2.303479405,1.245697079,0.817835307,1.268310781,0.047510478,0.602279715,19.7936,1.944301,7.343269,4.253353005,51.04023607,20,5.319495287,7.387377221,4,0.245734449,2.948813384,0.193236428,"no",4.258358663,8.799736887,11.46065078,12.22250271,13.49640908,0.933995633,14,"no",4.06618682,17,1.239476911,"no",13.02172862,83,4.603367543,1,20.93284073,4.444480146,1.882788202,0.215030064,6.192621934,2.402932298,23.03101179,2.84307256,0.263170908,3.059744723,9.810984389,1.046835634,1.361172457,0.970080951,11.22350916,1.410466775,6.446509564,1.511806409,1.281439912,1.244433127,0.811119142,0.817835307,1.696907693,2.182590898,8.225645045,12.53402563,9.596198023,2.378091714,0.842473669,"poor",7.61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,7,7.22,0,0,0,0,3,600,1000,800,0,1,1,1,0,0,0,0,0,0,0,4,0,11.23,9.58,1,70900,2,6700,24,839.13,1413.04,1126.09,1,6,8,4,3,2,0,0,0,0,0,6,0,16.5,11.81,10,363806,12,337718,45,706.98,1209.3,958.14,2,13,17,7,4,2,0,3,0,0,0,15,2,18.59,12.45,22,774346,21,704809,91,696.51,1168.6,932.56,5,28,28,21,6,3,0,4,4,0,1,34,5,19.64,12.4,49,1430655,42,1446680,227,682.35,1149.51,915.93,23,64,69,50,17,4,0,13,15,0,1,67,9,5400000
26802,44,26,10,12,1,2,6,"Investment",5725729.259,122873,0.141280723,0.175054867,8132,3916,4,10055,7595,4,0,1,0,6,0,"no",0,0,3,"no","no","no","yes","no","no","no","no",60315,27188,33127,19487,9291,10196,77062,37955,39107,26324,7691,18633,8132,3849,4283,10055,4842,5213,21615,10335,11280,14780,6845,7935,16940,8087,8853,263,95,0,0,4,3,161,0,0,0,259,0,0,124,73,62,51,2.034594352,0.826486026,9.917832313,0.826486026,0.099901316,0.375902149,1.647649172,0.247013581,0.591791707,24.79284,2.060086,5.864695,4.902843221,58.83411865,25,4.829060279,7.702635201,84,0.265538389,3.186460669,0.276086954,"no",0.512766375,10.85325366,13.2297322,13.92891691,15.35678507,0.512766373,1,"no",4.0232355,15,1.380372484,"no",13.00926758,101,18.38072477,7,16.65565868,8.945782285,1.426683639,0.907519113,3.235117451,3.137691806,2.902148164,3.796722885,0.446549293,4.069513466,3.431130906,4.460599452,0.769686786,2.992605223,2.896344534,0.662157252,5.131299554,0.869564107,1.704492312,0.701086336,2.15292688,0.375902149,1.042857209,0.509247499,4.527770443,6.345223874,7.822877662,6.162926877,0.438815274,"good",20.22,0,0,0,0,0,2,0,0,1,1,0,0,0,0,0,0,0,1,0,9.28,9.44,1,37700,0,0,9,550,937.5,743.75,1,3,3,2,0,0,0,0,1,0,0,4,0,11.62,11.59,1,37700,0,0,12,563.64,954.55,759.09,1,4,4,3,0,0,0,3,3,0,0,5,0,11.18,12.98,3,71000,7,2392600,16,600,1000,800,1,5,5,5,0,0,0,3,3,0,0,6,0,9.55,7.88,6,96100,16,2531337,40,582.86,985.71,784.29,5,13,12,9,1,0,0,5,3,0,0,20,1,9.27,5.53,24,461633,41,3258770,131,658.47,1110.17,884.32,13,39,39,29,10,1,0,12,14,1,1,62,4,8800000
26871,79,44,11,14,1,3,12,"Investment",5725729.259,122873,0.141280723,0.175054867,8132,3916,4,10055,7595,4,0,1,0,6,0,"no",0,0,3,"no","no","no","yes","no","no","no","no",60315,27188,33127,19487,9291,10196,77062,37955,39107,26324,7691,18633,8132,3849,4283,10055,4842,5213,21615,10335,11280,14780,6845,7935,16940,8087,8853,263,95,0,0,4,3,161,0,0,0,259,0,0,124,73,62,51,2.895839565,1.840030258,22.08036309,1.840030258,0.109255402,0.541784927,0.8011502,0.06681061,0.310853342,23.81448,1.34437,4.691424,4.154997394,49.85996873,25,4.238990172,6.897106968,25,0.236918683,2.84302419,0.82989583,"no",1.676192002,9.7863567,12.09229255,12.77012437,14.20388068,1.676191978,1,"no",3.724399699,15,0.399218009,"no",11.95343367,101,20.24095297,7,16.00396783,7.814340781,2.382576272,1.310123866,4.521395435,2.263009837,4.762376372,3.52720782,0.600667045,3.920619347,3.164492619,4.661200883,0.988793979,2.482539533,1.875480391,2.070740415,4.075465636,0.541784927,1.222968857,1.078009447,0.993285073,0.541784927,1.409408769,1.175042838,4.307360126,8.205452081,6.589458645,5.180248015,0.39364298,"good",7.45,13.32,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,10.21,27.78,0,0,0,0,6,720,1100,910,1,2,0,3,0,0,0,0,0,0,0,4,0,13.66,24.35,5,92600,3,35367,16,726.67,1200,963.33,1,3,5,6,1,0,0,2,3,0,0,7,0,15.21,16.03,5,92600,6,81067,22,633.33,1071.43,852.38,1,6,8,6,1,0,0,3,4,0,0,13,0,12.52,10.27,7,115484,21,2616102,60,525.93,907.41,716.67,6,23,20,10,1,0,0,7,7,0,0,26,3,11.73,11.45,27,635673,46,3773570,156,641.91,1088.24,865.07,20,46,47,31,11,1,0,14,20,1,1,67,4,15800000
26999,43,27,6,9,1,2,6,"Investment",10518366.87,118945,0.334905313,0.012338886,5208,3494,6,5776,6766,7,0,2,0,7,0,"no",0,4,1,"no","no","no","no","no","no","no","no",104410,49293,55117,11729,6059,5670,74032,36686,37346,33184,10307,22877,5208,2686,2522,5776,3000,2776,13481,6960,6521,21542,10971,10571,10230,5290,4940,234,45,0,0,26,2,161,0,0,0,234,0,0,47,171,16,31,1.495554595,0.906983956,10.88380748,0.906983956,0.339029167,0.474020518,1.474708729,0.654421648,1.058143746,8.635671,0.727796,7.508902,1.00892558,12.10710696,30,1.918924737,2.760480566,46,0.059669635,0.71603562,0.237623124,"no",1.757518336,6.188747606,10.10895261,10.86953447,12.22125634,1.757518347,1,"no",1.801164753,21,0.262326274,"no",12.53701809,5,3.273658194,3,4.84069626,11.87414471,1.323681255,2.038049428,6.29660607,2.796040479,10.08076552,0.935440005,0.762950283,2.008134069,5.142048545,7.531582114,1.484667627,1.803822102,12.13392545,2.814956249,2.355453404,2.684430394,0.69771074,1.614663454,1.373047782,0.474020518,0.840809241,0.841011248,10.99556967,2.87231618,1.562200089,1.499542899,0.176655364,"poor",0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,5.19,0,0,0,3,38423,3,600,1000,800,0,1,1,1,0,0,0,1,1,0,0,1,2,16.53,5.4,0,0,4,48153,15,553.33,933.33,743.33,0,6,5,4,0,0,0,1,1,0,2,7,4,19.65,5.19,1,111700,5,63153,22,647.62,1071.43,859.52,1,7,6,7,1,0,0,1,5,0,4,10,4,15.16,5.59,3,197800,11,169072,33,709.38,1203.13,956.25,1,9,12,7,3,1,0,3,12,0,5,24,5,20.44,8.64,11,319737,31,662351,111,678.7,1152.78,915.74,3,31,42,25,7,3,0,9,22,0,11,60,12,6900000
27070,29,18,1,9,2,1,5,"Investment",14286990.83,157010,0.389353565,0.194489265,7751,5041,6,8004,11081,7,0,3,0,5,3,"no",0,5,3,"no","no","no","yes","no","no","no","no",12327,5588,6739,16831,8637,8194,98260,47405,50855,41919,12424,29495,7751,3941,3810,8004,4152,3852,18912,9716,9196,2780,1351,1429,14694,7551,7143,371,88,0,0,68,8,207,0,0,0,371,0,1,221,129,20,20,2.277862102,1.273463836,13.9122833,1.159356942,0.154684792,0.240862868,0.988727445,0.270327375,0.740692239,16.47747,1.493448,13.53418,5.7436967,68.9243604,18,5.665620256,7.465359454,18,0.082155294,0.985863524,0.339806666,"no",1.978830924,8.884084967,11.05435269,11.80157051,13.59811595,1.823267924,12,"no",1.845166527,41,1.532189511,"no",11.21435147,97,1.202739817,7,7.671192943,17.41709789,1.593480648,2.443361001,2.238885586,8.392549346,15.08313783,1.143356112,0.551462935,2.172027347,4.987069237,5.5415524,2.383005311,2.062244586,9.560390655,1.284180728,2.543562419,0.467208785,1.384527518,1.564979194,0.639362283,0.240862868,0.573799507,0.5728685,8.699001576,8.738024491,7.533118344,3.675637106,0.571204184,"good",17.34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.13,4.42,0,0,0,0,3,600,1000,800,0,1,1,1,0,0,0,1,1,0,0,2,2,17.44,9.47,0,0,2,37300,10,544.44,944.44,744.44,1,3,4,2,0,0,0,1,1,0,0,7,2,21.59,11.32,2,142200,5,100574,22,609.52,1023.81,816.67,1,6,8,7,0,0,0,2,1,0,0,10,2,24.34,12.27,6,191300,9,447577,39,680.56,1152.78,916.67,3,10,14,9,2,1,0,3,4,0,0,21,5,39.65,9.14,11,300476,18,556166,74,673.91,1130.43,902.17,5,25,21,16,5,2,0,6,12,0,2,38,5,5300000
